"university","career","inscription_date","name","gender","age","postal_code","email"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-03-07","JACQUELINE MARQUEZ","F","2009-03-14","6530","DANIEL02@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-04-14","JENNIFER CARROLL","F","1981-06-22","2821","CHRISTOPHERPEARSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-08-17","CASEY PORTER","F","1908-07-10","5598","KAREN66@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-08-06","VICTORIA BROWN","F","1952-03-23","3228","WILLIAMSDEBORAH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-04-01","NATHAN PEREZ","M","1966-08-25","7135","WILLIAM37@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-07-02","KELLI KERR","F","1934-01-09","1929","KATHERINEALLEN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-02-19","ALBERT STEWART","M","1931-02-25","8400","HEATHER82@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-06-10","DENNIS POWELL","M","1958-05-01","4187","JOE69@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-08-25","JACOB KELLY","M","2001-12-25","2407","MWHITE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2021-09-27","JULIE CARRILLO","F","1909-03-27","1808","WARDCOLLIN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-02-15","DUSTIN CARR","M","1952-03-03","4722","DANNY77@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2019-10-19","GREGORY PUGH","M","1982-07-04","6367","ROBERTRUIZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2021-05-13","KATHERINE BRADSHAW","F","1967-08-14","7150","DAVIDALEXANDRIA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-05-13","REBECCA WANG","F","1926-10-21","5770","MEYERSMELISSA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-12-03","ERIC STEWART","M","1906-05-14","1897","YMURRAY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-03-22","MARIA BALL","F","1966-02-06","8379","VODONNELL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-09-24","JAMES STEWART","M","2005-02-11","6300","RCLARK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-05-06","MARK LE","M","1990-12-31","9409","QVALENZUELA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2021-05-17","HEATHER POWERS","F","2013-02-08","3545","ANDREA64@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-07-08","DARLENE STRICKLAND","F","1925-10-30","9200","CLINTON90@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-04-21","JOSE SMITH","M","1923-10-17","5474","CLINTONHOBBS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-10-04","JEFFREY COLLINS","M","1959-10-27","8400","VMCKINNEY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-01-02","BRIAN YOUNG","M","1923-01-01","4146","HBAILEY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-09-10","JOANNE HOGAN","F","1909-07-18","8103","ERIKA73@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-04-21","MICHAEL MCLAUGHLIN","M","1931-02-09","7311","JGILBERT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-05-14","CALVIN GRIFFIN","M","2010-09-23","4722","ANTHONYBELL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-10-05","APRIL WALL","F","1923-07-17","3027","NEALMARK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2020-03-06","CHRISTOPHER DAWSON JR.","M","1951-02-21","5300","RRICE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-06-01","SCOTT SMITH","M","1976-03-11","5636","KAUFMANJANET@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2019-10-28","ANDREW HUMPHREY","M","1975-04-29","3420","ANTHONYMURRAY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2021-01-06","BRIANNA MOORE","F","1993-05-01","3199","SANDRA41@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-02-15","MINDY JONES","F","1975-06-20","3509","WOODARDFREDERICK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-11-18","MR. FERNANDO RODRIGUEZ","M","2009-07-01","6315","DIANE65@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2020-12-25","CRYSTAL OSBORNE","F","1995-05-02","5340","RANDYANDERSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-11-08","LINDSEY JIMENEZ","F","1966-04-05","9111","QMOON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-05-02","ADRIAN COX","M","1935-09-12","5831","MARKBRYANT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-12-19","ALEXANDRIA BARNETT","F","2002-04-11","1814","PATRICKSCHULTZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-05-15","JAMES KELLER","M","1969-06-20","7013","CHRISTOPHER34@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-08-17","AARON BAILEY","M","1909-02-23","7172","GLOVERBRIAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-04-12","NICHOLAS BELTRAN","M","1996-05-24","6228","COLEMANLYNN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-01-28","JENNIFER PATEL","F","2009-02-24","5421","THOMASBRANDON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2021-09-14","MICHAEL WALKER","M","1974-08-17","3201","XJONES@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-01-12","STEPHANIE TANNER","F","1947-01-01","8512","FITZGERALDJOSHUA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-02-15","CHRIS IRWIN","M","1939-05-17","4516","LUKEHARRELL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-06-19","DEBRA WILSON","F","2013-12-04","1761","WOODCYNTHIA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-09-24","RICHARD BENNETT","M","1986-06-11","1986","NANCYJOHNSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2021-07-03","COURTNEY JOHNSON","F","1973-01-20","3563","THOMASMITCHELL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2020-05-24","JUSTIN MCKAY","M","1911-04-06","2124","DAVISJAMES@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-10-26","AUSTIN BALDWIN","M","1994-03-11","3192","WENDYHICKS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-10-24","JUDITH CLARK","F","1927-07-21","1611","JAMESFOSTER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-03-28","JULIE HENSLEY","F","1936-03-15","6005","RGUTIERREZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-10-02","DEBORAH MCPHERSON","F","1991-03-01","6476","CHRISTOPHER01@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-02-08","CHRISTOPHER VALENCIA","M","1952-09-19","2401","STEPHEN05@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-12-19","ZACHARY ADAMS","M","1936-09-29","3183","JACKSCOTT@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-05-26","PAUL WALKER","M","1981-12-11","8313","KELLERLISA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-04-11","AMANDA MILLS","F","1941-07-06","4230","ZRODRIGUEZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2020-02-22","HENRY JACOBS DDS","M","2021-02-12","1847","AMYHALE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-02-08","CURTIS FISCHER","M","1962-05-17","3376","OSBORNEJEFFREY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-03-29","HANNAH WOODARD","F","1997-12-30","2804","GLENN31@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-11-19","SAMANTHA MILLER","F","1936-11-12","7161","RYAN77@GMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-10-12","MARY AGUILAR","F","1967-06-24","1929","ANNE03@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-09-29","SUZANNE ANDERSON","F","1947-06-23","5350","BHAMILTON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2021-06-23","MICHAEL DAVIS","M","2014-03-12","2451","SANTOSAMANDA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-09-23","MELISSA JOHNSON","F","1925-02-06","1983","JOHNSONJULIA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-04-29","AARON DICKERSON","M","1942-06-15","7613","ROBERTCOCHRAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2019-10-03","JOSEPH HERNANDEZ","M","1921-10-11","6200","ZAMORASTEPHANIE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-01-12","JAMIE SMITH","F","2006-07-12","6233","JOSE91@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2021-10-24","AUTUMN SPEARS","F","1920-07-07","1765","IBARRASHANE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-03-20","DONALD PALMER","M","1997-02-06","7241","ROBERTHERNANDEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-07-04","KATHRYN ROSE","F","1954-01-25","8353","UNDERWOODCHRISTOPHER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-02-26","GUY THOMPSON","M","1983-08-26","3230","BRADLEYMCKNIGHT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-10-02","JAMES THOMAS","M","2000-03-06","2121","COURTNEY38@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-16","DAVID PARK","M","1949-08-04","1672","MATTHEWBUCHANAN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-11-05","JOHN GENTRY","M","1955-01-24","2148","ASHLEY30@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-08-20","CASEY ROMERO","F","1995-01-22","3731","VANESSAFLORES@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2019-10-14","HUNTER SINGLETON","M","1962-03-22","3403","WELLIOTT@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-09-11","SARAH RODRIGUEZ","F","1933-01-08","4522","SHERRI71@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2019-10-25","JOSE RUSH","M","1976-02-02","3127","CMEYERS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-05-03","TROY LEACH","M","1969-04-19","6317","LUNACARLOS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-03-19","MELISSA HUDSON","F","1988-01-02","1881","KARENSCOTT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2019-12-04","NICOLE WHITE","F","1991-09-27","3144","ANNALAMBERT@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2019-10-11","ANDREW LLOYD","M","1978-04-13","5529","HEATHER68@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-08-14","TERRENCE FORD","M","1906-03-12","1802","JOSEPH22@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-07-18","VANESSA MYERS","F","1949-05-02","7400","YYOUNG@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-04-01","TAYLOR GREEN","F","1980-02-20","9220","CHARLESHICKS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-07-22","ALEXANDER DONALDSON","M","1952-09-06","1712","APATEL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-01-14","TRACY HILL","F","1935-10-16","1651","JAMESDUNCAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-10-10","MARIE HILL","F","1933-12-16","7603","JMCCULLOUGH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-09-14","JAMES MCGUIRE","M","1919-09-26","5743","CHRISTINE25@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-10-14","RACHEL COLLINS","F","1982-12-17","2401","JARED09@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-11-03","JOSHUA SCHULTZ","M","1996-12-16","6667","YOUNGKAREN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-10-30","ALISON HUGHES","F","2018-02-24","2449","CHRISTINE69@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2019-10-21","CASSANDRA LYONS PHD","F","2003-09-24","6233","MARYPRICE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-06-21","DR. JOHN SMITH","M","1939-11-05","1770","OJONES@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-11-06","MICHAEL JOHNSON","M","1985-05-29","5637","JOHNWILLIAMS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-11-04","MARIO NUNEZ","M","1930-01-09","3025","LBROWN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-10-20","BROOKE SMITH","F","1961-08-19","5531","LPATTERSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-06-15","MELISSA LEE","F","1932-05-25","7200","HMARTIN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-04","BEVERLY CRAWFORD","F","2012-09-05","7600","PAUL49@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-10-26","SARAH MACK","F","1978-08-20","5359","MLLOYD@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-08-28","ROBERT MARTINEZ","M","1971-12-22","3001","TSCHAEFER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-12-26","ELIZABETH MORALES","F","1984-08-18","7501","PAULHARRIS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-12-01","CHRISTOPHER HART","M","1920-03-20","3183","JEREMY73@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-07-02","ROBERT SMITH","M","1971-06-26","2935","JOSEPHHOPKINS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2021-11-05","MARISSA GOMEZ","F","2009-02-23","1629","WESTALLISON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2019-10-09","MATTHEW JACKSON","M","1942-06-10","9203","KRISTEN47@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-10-25","JORGE EVANS","M","1959-05-19","1865","DENNISORTIZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-02-16","WILLIAM MYERS","M","1953-12-17","9311","THOMASTHOMPSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-10-17","ANNA MARSHALL","F","1987-12-12","8308","SARAHGARZA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-10-05","JACOB BECKER","M","1944-04-30","1702","ALVAREZDESTINY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-04-19","MARK PAUL","M","1942-08-20","4135","WHITESHANNON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2020-08-03","CHRISTOPHER CUNNINGHAM","M","1934-05-09","8504","CINDY74@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-01-06","PATRICK LEE","M","1972-10-23","9305","TYRONEJOHNSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2019-10-14","JOHN MOORE","M","2002-02-28","7009","GLENNJONES@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2019-10-03","JONATHON CANTRELL","M","1931-12-31","2142","JOHNSONGREGORY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-03-04","LISA JONES","F","1975-09-07","3018","DEBORAH91@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2021-06-24","ROBIN KIM","F","2021-09-15","3501","DAVID02@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2020-12-27","BRIAN ROBERTS","M","2004-09-25","6703","ANGELAMARSHALL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-08-06","MARK BROOKS","M","1955-02-07","3450","VSANCHEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-01-04","KIMBERLY WAGNER","F","1947-05-28","5751","STHOMAS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-07-19","DIANA HAYES","F","1912-05-28","6380","JAVIERJENKINS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-02-24","MELISSA STEIN","F","1959-12-18","5633","DAVID41@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2021-06-05","LINDA BROWN","F","1983-06-12","5573","DAVISCURTIS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-02-12","JILLIAN WRIGHT","F","2002-06-20","9401","FSTEPHENS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-12-13","STEPHANIE MASON","F","1913-01-17","7105","JOSEPH96@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-06-08","DONNA CLARK","F","1945-01-18","2126","KARAKIM@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2019-11-13","ARTHUR HUNT","M","1962-01-18","6058","DSTUART@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-02-14","MONICA NAVARRO","F","1919-11-10","6042","GRAYJOHN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2019-12-20","KRISTEN BARRY","F","1925-08-31","3324","ALEXANDERTHOMAS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2021-12-28","ERIC GONZALES","M","1939-04-22","8172","ANTHONY79@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2019-12-18","JULIE ROBINSON","F","1911-10-17","4516","WASHINGTONRANDALL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-10-09","CHRISTOPHER HATFIELD","M","1957-01-15","3114","MITCHELLDAMON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-10-19","DAVID WALKER","M","1918-08-07","7212","BMARTINEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-09-29","SARAH MILLS","F","1915-12-14","2148","JOHNSONYVONNE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-06-25","BRANDON MASON","M","2004-01-20","8166","HOLLY80@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-05-15","GAVIN LARA","M","1908-12-19","4707","JONESTAYLOR@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2021-05-13","MS. MAKAYLA WILLIAMS","F","1991-07-22","3046","DARINJACKSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-08-28","KEITH DEAN","M","1913-05-22","7000","TCASTILLO@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-08-02","MARK WALTER","M","2011-06-22","3708","SARAHWHITE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-04-20","JEREMY ROGERS","M","1994-03-25","5401","KYLERASMUSSEN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2021-03-31","JESSE REID","M","1911-06-10","2931","ASHLEYSMITH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-01-22","CHRISTINA FOSTER","F","1997-02-27","7543","BURTONMICHAEL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-03-22","NICHOLAS COLON","M","1962-05-13","1759","MKING@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-04","ANTHONY GARCIA","M","2016-07-23","5563","ROBERT73@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2019-12-13","RICHARD MARTIN","M","2019-04-17","5775","NICHOLE62@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-05-21","BILLY BAKER","M","1909-06-08","2607","UHALL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-08-17","CYNTHIA THORNTON","F","2006-08-26","9033","JRODRIGUEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-12-21","EDUARDO YOUNG","M","1907-01-24","6212","DARRENCOX@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-11-23","HEATHER WATSON","F","1939-12-21","5438","ZACHARYKRAMER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-06-16","SAVANNAH SMITH","F","1934-09-15","4187","MHILL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2019-12-11","KATHLEEN BERG","F","2008-01-18","5471","UMITCHELL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-10-18","SCOTT SIMON","M","2015-12-01","5537","KAREN99@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-12-30","ROBERT ANDERSON","M","1953-12-13","7408","BRENDAWALKER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2019-11-25","JOSHUA THOMPSON","M","1994-12-08","2921","CHRISTOPHER62@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-09-11","MARGARET THOMAS","F","1965-03-15","3151","MARTINEZJESSICA@YAHOO.COM"
